Entity,Code,Continent Code,Year,Prevalence in males (%),Prevalence in females (%),Population
Argentina,ARG,SA,1990,2.556001097,4.506232711,32619000
Argentina,ARG,SA,1991,2.56992033,4.511358696,33079000
Argentina,ARG,SA,1992,2.581184709,4.51856376,33529000
Argentina,ARG,SA,1993,2.593766434,4.522171242,33970000
Argentina,ARG,SA,1994,2.605984658,4.528287191,34403000
Argentina,ARG,SA,1995,2.617062664,4.534625461,34828000
Argentina,ARG,SA,1996,2.629909604,4.542759306,35246000
Argentina,ARG,SA,1997,2.646286178,4.546216645,35657000
Argentina,ARG,SA,1998,2.65853317,4.548508681,36063000
Argentina,ARG,SA,1999,2.671349074,4.553914749,36467000
Argentina,ARG,SA,2000,2.680214934,4.556519348,36871000
Argentina,ARG,SA,2001,2.684920644,4.555894226,37276000
Argentina,ARG,SA,2002,2.687880707,4.554172882,37682000
Argentina,ARG,SA,2003,2.691358618,4.550222593,38088000
Argentina,ARG,SA,2004,2.692182808,4.548026356,38492000
Argentina,ARG,SA,2005,2.692027264,4.546235704,38893000
Argentina,ARG,SA,2006,2.691601918,4.54257348,39290000
Argentina,ARG,SA,2007,2.689624451,4.541579183,39684000
Argentina,ARG,SA,2008,2.689680264,4.538107797,40080000
Argentina,ARG,SA,2009,2.688059901,4.535165541,40483000
Argentina,ARG,SA,2010,2.689928399,4.534163978,40896000
Argentina,ARG,SA,2011,2.690574428,4.532848484,41320000
Argentina,ARG,SA,2012,2.692730299,4.532648812,41755000
Argentina,ARG,SA,2013,2.697053416,4.533971966,42196000
Argentina,ARG,SA,2014,2.698193402,4.539288314,42638000
Argentina,ARG,SA,2015,2.701201721,4.543529111,43075000
Argentina,ARG,SA,2016,2.703438511,4.548820135,43508000
Argentina,ARG,SA,2017,2.706938061,4.554033177,43937000
Australia,AUS,AUS,1990,3.74227775,5.476558834,16961000
Australia,AUS,AUS,1991,3.765658392,5.552784516,17189000
Australia,AUS,AUS,1992,3.784806893,5.618648228,17402000
Australia,AUS,AUS,1993,3.80145301,5.678346562,17603000
Australia,AUS,AUS,1994,3.813514659,5.723659986,17799000
Australia,AUS,AUS,1995,3.823569156,5.752619745,17993000
Australia,AUS,AUS,1996,3.82094371,5.767829053,18189000
Australia,AUS,AUS,1997,3.807234129,5.780354921,18387000
Australia,AUS,AUS,1998,3.781576154,5.78588219,18587000
Australia,AUS,AUS,1999,3.762943665,5.794658402,18788000
Australia,AUS,AUS,2000,3.758829408,5.810642885,18991000
Australia,AUS,AUS,2001,3.768145101,5.841848209,19195000
Australia,AUS,AUS,2002,3.783166287,5.888174256,19401000
Australia,AUS,AUS,2003,3.803474791,5.943357775,19624000
Australia,AUS,AUS,2004,3.82004004,5.982915134,19880000
Australia,AUS,AUS,2005,3.822803605,5.997197891,20179000
Australia,AUS,AUS,2006,3.817662727,5.991571887,20526000
Australia,AUS,AUS,2007,3.803760112,5.972280913,20916000
Australia,AUS,AUS,2008,3.785996235,5.941450214,21332000
Australia,AUS,AUS,2009,3.769477039,5.909343666,21751000
Australia,AUS,AUS,2010,3.755685277,5.875989742,22155000
Australia,AUS,AUS,2011,3.742855552,5.847976316,22538000
Australia,AUS,AUS,2012,3.730565204,5.813745521,22904000
Australia,AUS,AUS,2013,3.714270454,5.77021119,23255000
Australia,AUS,AUS,2014,3.699007015,5.729471422,23596000
Australia,AUS,AUS,2015,3.680655903,5.680598582,23932000
Australia,AUS,AUS,2016,3.662086023,5.626904219,24263000
Australia,AUS,AUS,2017,3.644141804,5.574692878,24585000
Brazil,BRA,SA,1990,2.476946451,4.521568704,149003008
Brazil,BRA,SA,1991,2.468167068,4.517013936,151648000
Brazil,BRA,SA,1992,2.4643338,4.520060476,154259008
Brazil,BRA,SA,1993,2.464947359,4.528318112,156848992
Brazil,BRA,SA,1994,2.467674063,4.53892033,159432992
Brazil,BRA,SA,1995,2.471956496,4.550795302,162020000
Brazil,BRA,SA,1996,2.512901153,4.627354614,164615008
Brazil,BRA,SA,1997,2.60494819,4.796839684,167208992
Brazil,BRA,SA,1998,2.712700757,4.998743886,169784992
Brazil,BRA,SA,1999,2.80375916,5.170671315,172319008
Brazil,BRA,SA,2000,2.843977483,5.255686179,174790000
Brazil,BRA,SA,2001,2.843670839,5.274025646,177196000
Brazil,BRA,SA,2002,2.838074942,5.287806509,179538000
Brazil,BRA,SA,2003,2.827539827,5.295716138,181808992
Brazil,BRA,SA,2004,2.814592921,5.295101065,184006000
Brazil,BRA,SA,2005,2.799624735,5.285677817,186127008
Brazil,BRA,SA,2006,2.762686382,5.197552897,188167008
Brazil,BRA,SA,2007,2.695546425,5.004977175,190130000
Brazil,BRA,SA,2008,2.61595451,4.769868364,192030000
Brazil,BRA,SA,2009,2.54095907,4.554818487,193887008
Brazil,BRA,SA,2010,2.489377708,4.426284362,195714000
Brazil,BRA,SA,2011,2.456974269,4.364319871,197515008
Brazil,BRA,SA,2012,2.428419188,4.310780615,199287008
Brazil,BRA,SA,2013,2.40337687,4.264354004,201036000
Brazil,BRA,SA,2014,2.382789526,4.225924878,202764000
Brazil,BRA,SA,2015,2.367937594,4.196308021,204472000
Brazil,BRA,SA,2016,2.358922874,4.176368551,206163008
Brazil,BRA,SA,2017,2.356018986,4.165256919,207834000
Canada,CAN,NA,1990,3.103700497,5.023144351,27541000
Canada,CAN,NA,1991,3.101875315,5.040463599,27889000
Canada,CAN,NA,1992,3.101644452,5.056898751,28224000
Canada,CAN,NA,1993,3.099727529,5.070163001,28548000
Canada,CAN,NA,1994,3.097706479,5.082654528,28861000
Canada,CAN,NA,1995,3.09578046,5.089728253,29164000
Canada,CAN,NA,1996,3.096798694,5.094785164,29458000
Canada,CAN,NA,1997,3.100588589,5.098862236,29742000
Canada,CAN,NA,1998,3.101985082,5.103519807,30022000
Canada,CAN,NA,1999,3.103389557,5.105406615,30303000
Canada,CAN,NA,2000,3.099519506,5.103061376,30588000
Canada,CAN,NA,2001,3.0837777,5.089179955,30880000
Canada,CAN,NA,2002,3.050900335,5.05925453,31178000
Canada,CAN,NA,2003,3.011215069,5.021731939,31488000
Canada,CAN,NA,2004,2.975933234,4.987075765,31815000
Canada,CAN,NA,2005,2.955461974,4.959615376,32164000
Canada,CAN,NA,2006,2.946221781,4.934390559,32537000
Canada,CAN,NA,2007,2.935383057,4.904393674,32931000
Canada,CAN,NA,2008,2.929514579,4.877387402,33338000
Canada,CAN,NA,2009,2.923429978,4.856234987,33746000
Canada,CAN,NA,2010,2.920069426,4.848028266,34148000
Canada,CAN,NA,2011,2.923002015,4.850238832,34539000
Canada,CAN,NA,2012,2.926510309,4.858484643,34922000
Canada,CAN,NA,2013,2.931590165,4.868581375,35297000
Canada,CAN,NA,2014,2.939594133,4.880869537,35664000
Canada,CAN,NA,2015,2.949637918,4.898683929,36027000
Canada,CAN,NA,2016,2.961825836,4.923069961,36383000
Canada,CAN,NA,2017,2.975915639,4.952408996,36732000
China,CHN,AS,1990,2.674115563,4.492063994,1176883968
China,CHN,AS,1991,2.682024688,4.480158538,1192897024
China,CHN,AS,1992,2.688791541,4.465578702,1206711040
China,CHN,AS,1993,2.692818645,4.44755052,1218817024
China,CHN,AS,1994,2.6939384,4.42530628,1230019968
China,CHN,AS,1995,2.690592147,4.398926872,1240920960
China,CHN,AS,1996,2.683915133,4.364357986,1251635968
China,CHN,AS,1997,2.676319545,4.323882433,1261996032
China,CHN,AS,1998,2.668095688,4.281141617,1271981952
China,CHN,AS,1999,2.659308689,4.242958654,1281515008
China,CHN,AS,2000,2.651610043,4.213181695,1290551040
China,CHN,AS,2001,2.645426526,4.191366219,1299129984
China,CHN,AS,2002,2.640659551,4.172985172,1307352064
China,CHN,AS,2003,2.63671558,4.157353186,1315303936
China,CHN,AS,2004,2.633850758,4.144473285,1323085056
China,CHN,AS,2005,2.629813063,4.133132824,1330776064
China,CHN,AS,2006,2.628124845,4.132028518,1338408960
China,CHN,AS,2007,2.631540234,4.142249671,1345993984
China,CHN,AS,2008,2.636178,4.157179131,1353569024
China,CHN,AS,2009,2.639378159,4.167769563,1361169024
China,CHN,AS,2010,2.637643767,4.168020737,1368811008
China,CHN,AS,2011,2.632503308,4.159071608,1376498048
China,CHN,AS,2012,2.625282914,4.147386247,1384205952
China,CHN,AS,2013,2.616567354,4.132808069,1391883008
China,CHN,AS,2014,2.606392012,4.114914461,1399453952
China,CHN,AS,2015,2.594380977,4.094377556,1406848000
China,CHN,AS,2016,2.581093834,4.069916583,1414049024
China,CHN,AS,2017,2.565868115,4.042118138,1421021952
France,FRA,EU,1990,3.188703534,5.90663657,56667000
France,FRA,EU,1991,3.177266816,5.848285982,56914000
France,FRA,EU,1992,3.169297504,5.795160782,57147000
France,FRA,EU,1993,3.160782613,5.754306169,57370000
France,FRA,EU,1994,3.158120991,5.723629821,57587000
France,FRA,EU,1995,3.156107924,5.711078822,57802000
France,FRA,EU,1996,3.14805199,5.702425378,58012000
France,FRA,EU,1997,3.136205925,5.684896424,58221000
France,FRA,EU,1998,3.11740258,5.66436871,58444000
France,FRA,EU,1999,3.107965551,5.645674912,58704000
France,FRA,EU,2000,3.100406266,5.633173443,59015000
France,FRA,EU,2001,3.091672215,5.599609684,59384000
France,FRA,EU,2002,3.075199999,5.536316856,59803000
France,FRA,EU,2003,3.056700437,5.458636923,60252000
France,FRA,EU,2004,3.039701617,5.38595705,60698000
France,FRA,EU,2005,3.025533433,5.341595278,61120000
France,FRA,EU,2006,3.025260666,5.343033424,61509000
France,FRA,EU,2007,3.043677306,5.386964213,61869000
France,FRA,EU,2008,3.069361988,5.447758615,62209000
France,FRA,EU,2009,3.08565184,5.498413068,62543000
France,FRA,EU,2010,3.092856994,5.517649061,62880000
France,FRA,EU,2011,3.090652792,5.510979077,63222000
France,FRA,EU,2012,3.085585356,5.502362014,63564000
France,FRA,EU,2013,3.083314814,5.485014214,63894000
France,FRA,EU,2014,3.077207644,5.467246414,64194000
France,FRA,EU,2015,3.073343126,5.438825085,64453000
France,FRA,EU,2016,3.068496317,5.40413314,64668000
France,FRA,EU,2017,3.06351022,5.363917031,64843000
Germany,DEU,EU,1990,2.841100265,4.965476875,79054000
Germany,DEU,EU,1991,2.83883757,4.955635568,79491000
Germany,DEU,EU,1992,2.840000741,4.944266572,79963000
Germany,DEU,EU,1993,2.839657806,4.929485701,80429000
Germany,DEU,EU,1994,2.840171228,4.910280842,80833000
Germany,DEU,EU,1995,2.838995289,4.893882955,81139000
Germany,DEU,EU,1996,2.840913212,4.86153421,81324000
Germany,DEU,EU,1997,2.843572182,4.809882949,81399000
Germany,DEU,EU,1998,2.84561722,4.750852936,81403000
Germany,DEU,EU,1999,2.84691594,4.706324807,81390000
Germany,DEU,EU,2000,2.850401957,4.687513063,81401000
Germany,DEU,EU,2001,2.857139755,4.708123686,81454000
Germany,DEU,EU,2002,2.871652195,4.761662861,81535000
Germany,DEU,EU,2003,2.884063474,4.82432529,81614000
Germany,DEU,EU,2004,2.897721518,4.879082021,81646000
Germany,DEU,EU,2005,2.904383474,4.903305712,81603000
Germany,DEU,EU,2006,2.904616467,4.905740256,81472000
Germany,DEU,EU,2007,2.903603634,4.904486852,81278000
Germany,DEU,EU,2008,2.903384158,4.901011957,81066000
Germany,DEU,EU,2009,2.90004133,4.900614298,80900000
Germany,DEU,EU,2010,2.898650191,4.900663651,80827000
Germany,DEU,EU,2011,2.896239195,4.902157046,80856000
Germany,DEU,EU,2012,2.894052678,4.908666114,80973000
