Entity,Code,Continent Code,Year,"Suicide rate (deaths per 100,000 individuals)","Depressive disorder rates (number suffering per 100,000)",Population
Spain,ESP,EU,2002,6.603475118,3115.40355,41920000
Spain,ESP,EU,2003,6.66255175,3091.619548,42596000
Spain,ESP,EU,2004,6.452584552,3071.823136,43308000
Spain,ESP,EU,2005,6.344058726,3059.572214,44019000
Spain,ESP,EU,2006,6.161681299,3064.08349,44729000
Spain,ESP,EU,2007,6.170695924,3087.118691,45429000
Spain,ESP,EU,2008,6.13235939,3114.9904,46069000
Spain,ESP,EU,2009,5.952380203,3138.813404,46584000
Spain,ESP,EU,2010,5.804289069,3151.536317,46931000
Spain,ESP,EU,2011,5.823779799,3157.420865,47084000
Spain,ESP,EU,2012,5.872213368,3166.967715,47063000
Spain,ESP,EU,2013,5.806200971,3176.750737,46931000
Spain,ESP,EU,2014,5.801235554,3186.889837,46778000
Spain,ESP,EU,2015,5.853893179,3201.094504,46672000
Spain,ESP,EU,2016,5.592000068,3215.744124,46634000
Spain,ESP,EU,2017,5.506500793,3230.119132,46647000
Turkey,TUR,AF,1990,4.182112477,3652.544082,53922000
Turkey,TUR,AF,1991,4.222241958,3654.596878,54841000
Turkey,TUR,AF,1992,4.221385662,3655.836438,55749000
Turkey,TUR,AF,1993,4.204209191,3654.685656,56654000
Turkey,TUR,AF,1994,4.204479648,3655.694214,57564000
Turkey,TUR,AF,1995,4.159271304,3654.974006,58486000
Turkey,TUR,AF,1996,4.046151538,3657.169576,59423000
Turkey,TUR,AF,1997,3.908331747,3662.113182,60373000
Turkey,TUR,AF,1998,3.7593741,3667.504041,61330000
Turkey,TUR,AF,1999,3.652074602,3675.592136,62287000
Turkey,TUR,AF,2000,3.44526211,3680.300773,63240000
Turkey,TUR,AF,2001,3.271157177,3685.696667,64192000
Turkey,TUR,AF,2002,3.083352786,3690.458122,65145000
Turkey,TUR,AF,2003,3.081637612,3694.677127,66089000
Turkey,TUR,AF,2004,3.062407424,3694.069447,67011000
Turkey,TUR,AF,2005,3.105206396,3686.600795,67903000
Turkey,TUR,AF,2006,3.092309271,3669.60009,68757000
Turkey,TUR,AF,2007,3.040679857,3641.702721,69582000
Turkey,TUR,AF,2008,3.022156375,3607.78712,70419000
Turkey,TUR,AF,2009,3.125180695,3577.899143,71321000
Turkey,TUR,AF,2010,3.138472036,3556.057425,72327000
Turkey,TUR,AF,2011,3.137034728,3544.509758,73443000
Turkey,TUR,AF,2012,3.164253571,3532.532052,74651000
Turkey,TUR,AF,2013,3.243146767,3523.086045,75925000
Turkey,TUR,AF,2014,3.348255861,3513.849967,77229000
Turkey,TUR,AF,2015,3.344761177,3504.823736,78529000
Turkey,TUR,AF,2016,3.34918813,3500.012672,79828000
Turkey,TUR,AF,2017,3.310770446,3497.303,81116000
United Arab Emirates,ARE,AS,1990,4.322973176,2936.395145,1828000
United Arab Emirates,ARE,AS,1991,4.419141954,2937.798635,1937000
United Arab Emirates,ARE,AS,1992,4.49079484,2936.791072,2053000
United Arab Emirates,ARE,AS,1993,4.56156764,2933.261378,2173000
United Arab Emirates,ARE,AS,1994,4.631756925,2929.327317,2294000
United Arab Emirates,ARE,AS,1995,4.62274948,2925.433541,2415000
United Arab Emirates,ARE,AS,1996,4.643377979,2918.608299,2539000
United Arab Emirates,ARE,AS,1997,4.600807045,2908.989372,2671000
United Arab Emirates,ARE,AS,1998,4.696885483,2894.101461,2813000
United Arab Emirates,ARE,AS,1999,4.801399791,2881.050969,2966000
United Arab Emirates,ARE,AS,2000,4.773268917,2870.430825,3134000
United Arab Emirates,ARE,AS,2001,4.720284043,2860.623906,3303000
United Arab Emirates,ARE,AS,2002,4.718139716,2851.207645,3479000
United Arab Emirates,ARE,AS,2003,4.981369678,2840.308153,3712000
United Arab Emirates,ARE,AS,2004,5.262218736,2829.831845,4069000
United Arab Emirates,ARE,AS,2005,5.299607967,2817.259099,4588000
United Arab Emirates,ARE,AS,2006,5.338175045,2802.59125,5300000
United Arab Emirates,ARE,AS,2007,5.318900573,2774.043053,6169000
United Arab Emirates,ARE,AS,2008,5.101350371,2744.978134,7089000
United Arab Emirates,ARE,AS,2009,5.134644858,2718.583043,7917000
United Arab Emirates,ARE,AS,2010,5.149191266,2711.270791,8550000
United Arab Emirates,ARE,AS,2011,5.139011945,2708.418644,8947000
United Arab Emirates,ARE,AS,2012,5.166071875,2705.815555,9142000
United Arab Emirates,ARE,AS,2013,5.174148397,2704.961935,9198000
United Arab Emirates,ARE,AS,2014,5.163182399,2707.557011,9214000
United Arab Emirates,ARE,AS,2015,5.149067464,2713.014284,9263000
United Arab Emirates,ARE,AS,2016,5.113126559,2721.717606,9361000
United Arab Emirates,ARE,AS,2017,5.07479194,2730.476727,9487000
United Kingdom,GBR,EU,1990,9.353990105,3959.49385,57134000
United Kingdom,GBR,EU,1991,9.27995189,3949.863599,57291000
United Kingdom,GBR,EU,1992,9.111033196,3941.031853,57446000
United Kingdom,GBR,EU,1993,9.151159201,3933.552898,57602000
United Kingdom,GBR,EU,1994,8.888325224,3927.568943,57763000
United Kingdom,GBR,EU,1995,9.031460708,3923.479576,57932000
United Kingdom,GBR,EU,1996,8.980327856,3922.144473,58114000
United Kingdom,GBR,EU,1997,8.823435508,3922.412024,58307000
United Kingdom,GBR,EU,1998,8.881037809,3922.430339,58510000
United Kingdom,GBR,EU,1999,8.778855941,3921.321403,58716000
United Kingdom,GBR,EU,2000,8.50622224,3917.318307,58923000
United Kingdom,GBR,EU,2001,8.262233088,3897.274178,59124000
United Kingdom,GBR,EU,2002,8.122755717,3857.994708,59326000
United Kingdom,GBR,EU,2003,7.914077888,3812.129362,59561000
United Kingdom,GBR,EU,2004,7.590408464,3771.683329,59873000
United Kingdom,GBR,EU,2005,7.438992896,3749.617693,60288000
United Kingdom,GBR,EU,2006,7.651464568,3747.142371,60821000
United Kingdom,GBR,EU,2007,7.590780232,3754.08935,61455000
United Kingdom,GBR,EU,2008,7.719288063,3765.314672,62145000
United Kingdom,GBR,EU,2009,7.589161864,3775.650709,62829000
United Kingdom,GBR,EU,2010,7.455078624,3779.62244,63460000
United Kingdom,GBR,EU,2011,7.234664805,3778.799532,64022000
United Kingdom,GBR,EU,2012,7.050278235,3778.084725,64525000
United Kingdom,GBR,EU,2013,7.192882641,3776.94517,64984000
United Kingdom,GBR,EU,2014,7.147944688,3775.30354,65423000
United Kingdom,GBR,EU,2015,7.272896367,3773.040803,65860000
United Kingdom,GBR,EU,2016,7.368399814,3769.572001,66298000
United Kingdom,GBR,EU,2017,7.356320552,3764.980626,66727000
United States,USA,NA,1990,12.08029888,4269.834472,252120000
United States,USA,NA,1991,12.04638374,4251.400878,254539008
United States,USA,NA,1992,11.88076556,4240.065042,256991008
United States,USA,NA,1993,12.11523172,4234.17507,259532000
United States,USA,NA,1994,12.06290071,4232.146044,262240992
United States,USA,NA,1995,11.99215691,4231.559673,265164000
United States,USA,NA,1996,11.67699012,4241.05956,268335008
United States,USA,NA,1997,11.40178532,4263.915903,271713984
United States,USA,NA,1998,11.13184186,4291.856314,275175008
United States,USA,NA,1999,10.9124433,4317.934835,278548000
United States,USA,NA,2000,10.90979715,4333.036957,281711008
United States,USA,NA,2001,11.08091862,4338.646114,284608000
United States,USA,NA,2002,11.29645311,4341.037479,287279008
United States,USA,NA,2003,11.3679889,4342.5127,289816000
United States,USA,NA,2004,11.2549498,4344.34054,292355008
United States,USA,NA,2005,11.50745188,4349.125078,294993984
United States,USA,NA,2006,11.63334973,4350.883459,297759008
United States,USA,NA,2007,11.67688939,4345.150909,300608000
United States,USA,NA,2008,11.76439719,4336.330277,303486016
United States,USA,NA,2009,11.83913442,4327.481576,306308000
United States,USA,NA,2010,11.74792044,4324.20709,309011008
United States,USA,NA,2011,11.94800226,4325.784663,311584000
United States,USA,NA,2012,11.9966614,4329.645925,314044000
United States,USA,NA,2013,12.03878533,4336.991776,316400992
United States,USA,NA,2014,12.19317587,4347.054659,318672992
United States,USA,NA,2015,12.50512334,4360.805538,320878016
United States,USA,NA,2016,12.8414853,4377.716761,323016000
United States,USA,NA,2017,12.83575668,4399.536065,325084992
Uruguay,URY,SA,1990,10.81540849,3059.657675,3110000
Uruguay,URY,SA,1991,11.21113818,3053.844315,3132000
Uruguay,URY,SA,1992,11.5987367,3052.731994,3154000
Uruguay,URY,SA,1993,12.3825267,3052.058454,3178000
Uruguay,URY,SA,1994,12.67277703,3055.02747,3201000
Uruguay,URY,SA,1995,13.00790513,3059.566924,3224000
Uruguay,URY,SA,1996,13.30235328,3070.551252,3247000
Uruguay,URY,SA,1997,14.4026339,3088.249011,3270000
Uruguay,URY,SA,1998,15.68898859,3110.040367,3291000
Uruguay,URY,SA,1999,16.07696128,3130.586573,3308000
Uruguay,URY,SA,2000,16.52889774,3146.841782,3320000
Uruguay,URY,SA,2001,16.23579464,3159.861589,3325000
Uruguay,URY,SA,2002,17.19016171,3172.04579,3326000
Uruguay,URY,SA,2003,16.59103191,3183.906592,3324000
Uruguay,URY,SA,2004,16.34525967,3195.384463,3321000
Uruguay,URY,SA,2005,16.10981676,3205.392329,3322000
Uruguay,URY,SA,2006,15.97797553,3213.001131,3325000
Uruguay,URY,SA,2007,16.8927467,3220.699906,3332000
Uruguay,URY,SA,2008,16.14483701,3228.296825,3340000
Uruguay,URY,SA,2009,16.10141294,3234.946216,3350000
Uruguay,URY,SA,2010,16.24913572,3240.447893,3359000
Uruguay,URY,SA,2011,16.86960054,3246.904777,3369000
Uruguay,URY,SA,2012,17.17418881,3256.04769,3379000
Uruguay,URY,SA,2013,17.09257299,3266.324745,3389000
Uruguay,URY,SA,2014,16.88085668,3277.479034,3400000
Uruguay,URY,SA,2015,17.1191124,3289.163276,3412000
Uruguay,URY,SA,2016,17.0003519,3300.766769,3424000
Uruguay,URY,SA,2017,16.81815712,3314.348522,3437000
World,OWID_WRL,WLD,1990,15.43246195,3435.480451,5327230976
World,OWID_WRL,WLD,1991,15.51915325,3437.95805,5414288896
World,OWID_WRL,WLD,1992,15.75496885,3439.389793,5498919936
World,OWID_WRL,WLD,1993,15.98049767,3439.410458,5581598208
World,OWID_WRL,WLD,1994,16.05781221,3438.295408,5663150080
World,OWID_WRL,WLD,1995,15.90508776,3435.355822,5744212992
World,OWID_WRL,WLD,1996,15.41811346,3431.724688,5824891904
World,OWID_WRL,WLD,1997,15.04578599,3427.895641,5905046016
World,OWID_WRL,WLD,1998,14.72000621,3423.900498,5984794112
World,OWID_WRL,WLD,1999,14.50584817,3420.620519,6064239104
World,OWID_WRL,WLD,2000,14.09573424,3417.37445,6143494144
World,OWID_WRL,WLD,2001,13.41601559,3415.075161,6222626816
World,OWID_WRL,WLD,2002,12.9886346,3413.074106,6301772800
World,OWID_WRL,WLD,2003,12.80471786,3411.161379,6381185024
World,OWID_WRL,WLD,2004,12.60244818,3409.339025,6461158912
World,OWID_WRL,WLD,2005,12.48887532,3406.630491,6541906944
World,OWID_WRL,WLD,2006,12.04067907,3396.072505,6623518208
World,OWID_WRL,WLD,2007,11.71270101,3374.631971,6705947136
World,OWID_WRL,WLD,2008,11.55469051,3349.562608,6789088768
World,OWID_WRL,WLD,2009,11.36895972,3328.016475,6872766976
World,OWID_WRL,WLD,2010,11.23817954,3317.418913,6956824064
World,OWID_WRL,WLD,2011,11.01541694,3315.556267,7041193984
World,OWID_WRL,WLD,2012,10.72628431,3313.853408,7125828096
World,OWID_WRL,WLD,2013,10.45102046,3312.16642,7210582016
World,OWID_WRL,WLD,2014,10.31136218,3310.886786,7295290880
World,OWID_WRL,WLD,2015,10.15848782,3309.596967,7379796992
World,OWID_WRL,WLD,2016,10.06827531,3308.903794,7464022016
World,OWID_WRL,WLD,2017,9.976258268,3309.069483,7547858944
