Entity,Code,Continent Code,Year,20-24 years old (%),10-14 years old (%),All ages (%),70+ years old (%),30-34 years old (%),15-19 years old (%),25-29 years old (%),50-69 years old (%),Age-standardized (%),15-49 years old (%)
United States,USA,NA,2000,6.556310009,2.669835012,5.030967015,3.907487119,6.152496133,6.152277901,6.211567556,5.29842087,4.766991632,6.454121652
United States,USA,NA,2001,6.561733225,2.675459481,5.044929223,3.871550463,6.148137583,6.167255051,6.204264676,5.317297044,4.774030778,6.471127796
United States,USA,NA,2002,6.559755585,2.677526376,5.05323403,3.838533588,6.145014021,6.17172461,6.193151421,5.320882369,4.778244357,6.483292659
United States,USA,NA,2003,6.553755326,2.679355608,5.059354633,3.808156878,6.144987592,6.172605254,6.185678808,5.320739958,4.781680022,6.49284737
United States,USA,NA,2004,6.551069425,2.682766095,5.065986828,3.782817297,6.143982534,6.172962868,6.182331812,5.322907144,4.785231508,6.501610127
United States,USA,NA,2005,6.556633853,2.683156195,5.074782169,3.763320974,6.148290675,6.182659,6.186120547,5.326850869,4.791257683,6.513610333
United States,USA,NA,2006,6.570832396,2.690125225,5.077712913,3.751559002,6.143382403,6.201108063,6.191755264,5.325824472,4.793212723,6.516130401
United States,USA,NA,2007,6.589325637,2.697741833,5.065694001,3.747698727,6.13093688,6.22233674,6.195387148,5.304922668,4.786622713,6.502589586
United States,USA,NA,2008,6.605397711,2.709455034,5.04740517,3.747238039,6.114153704,6.247350838,6.196655136,5.279424755,4.776402144,6.481403696
United States,USA,NA,2009,6.618750233,2.718113253,5.03080606,3.750467212,6.098205611,6.263722536,6.194541129,5.256754569,4.765950113,6.460758737
United States,USA,NA,2010,6.623985395,2.721345836,5.022382948,3.753132522,6.093578584,6.272549334,6.192766233,5.243815647,4.761550716,6.4522334
United States,USA,NA,2011,6.627169198,2.721098359,5.021879896,3.756238286,6.095139332,6.270901482,6.192040544,5.242858999,4.762322295,6.45239318
United States,USA,NA,2012,6.629954724,2.718650504,5.022365367,3.762180538,6.099282697,6.270162394,6.196200125,5.241561028,4.765480791,6.455907739
United States,USA,NA,2013,6.635032275,2.717762225,5.026749199,3.770123404,6.108948022,6.272201767,6.203256525,5.248502704,4.772422125,6.463732966
United States,USA,NA,2014,6.640820735,2.715468534,5.03535423,3.780524239,6.125342465,6.268923911,6.215065485,5.261291011,4.782221847,6.474709057
United States,USA,NA,2015,6.64748689,2.7111824,5.047865948,3.789939988,6.145310297,6.268021105,6.229829146,5.276720038,4.795953919,6.491406166
United States,USA,NA,2016,6.656044554,2.705875664,5.065904048,3.800974281,6.169424346,6.266122211,6.246630358,5.294524256,4.813114212,6.512830013
United States,USA,NA,2017,6.667457951,2.698860777,5.089415313,3.81574757,6.201450525,6.266543744,6.266791414,5.325072967,4.835610409,6.543941551
Uruguay,URY,SA,1990,4.374477496,1.522633279,3.399074135,4.041570564,4.107502183,3.551547396,4.18890544,4.409751872,3.298193584,4.173799764
Uruguay,URY,SA,1991,4.343175865,1.526630646,3.400667903,4.062532111,4.081638489,3.542643798,4.158364786,4.410605367,3.293987362,4.159708142
Uruguay,URY,SA,1992,4.328290299,1.533592222,3.407548117,4.083024188,4.059293992,3.544544977,4.144952594,4.417648605,3.294899487,4.152701777
Uruguay,URY,SA,1993,4.315856035,1.538213686,3.414073685,4.100003108,4.049970528,3.546978466,4.12640748,4.423040171,3.296073879,4.148486054
Uruguay,URY,SA,1994,4.322992334,1.542840492,3.42300176,4.118236833,4.047933089,3.551650508,4.114460733,4.430123757,3.300925584,4.151775136
Uruguay,URY,SA,1995,4.332872959,1.547178265,3.432381856,4.130409517,4.047135837,3.557469357,4.125025015,4.439951349,3.307213192,4.15899523
Uruguay,URY,SA,1996,4.361675186,1.550916446,3.448696975,4.146867213,4.062650802,3.572326393,4.137680686,4.456247354,3.320422297,4.177444013
Uruguay,URY,SA,1997,4.409837499,1.558853841,3.472045856,4.160766343,4.083148787,3.593007872,4.175371015,4.475382454,3.341016103,4.20893711
Uruguay,URY,SA,1998,4.462114726,1.563176938,3.500840377,4.172727358,4.111821894,3.626369072,4.219947739,4.505861425,3.366075215,4.245645024
Uruguay,URY,SA,1999,4.519876134,1.567251784,3.52899807,4.183136962,4.148792532,3.658610895,4.261364438,4.530696745,3.389669161,4.28099618
Uruguay,URY,SA,2000,4.567965361,1.568539881,3.553137835,4.192801503,4.172599973,3.676059238,4.288389076,4.549674425,3.408121287,4.308877858
Uruguay,URY,SA,2001,4.608014629,1.567242929,3.574457901,4.203358617,4.181558953,3.692114039,4.317160405,4.563081684,3.422749907,4.332167826
Uruguay,URY,SA,2002,4.647966479,1.566087743,3.595129281,4.207770663,4.193326822,3.70534292,4.336231111,4.575824497,3.436706073,4.354901177
Uruguay,URY,SA,2003,4.690700643,1.562841167,3.61692777,4.208506777,4.212301024,3.714883757,4.359560505,4.58913205,3.450324334,4.377355264
Uruguay,URY,SA,2004,4.722573304,1.563428985,3.639707809,4.213214991,4.23062729,3.736121664,4.386617695,4.598143216,3.463540643,4.398948911
Uruguay,URY,SA,2005,4.751805224,1.563679216,3.661530816,4.213809423,4.252063177,3.74729197,4.406143209,4.607484024,3.475188981,4.416638263
Uruguay,URY,SA,2006,4.773797118,1.561591058,3.681898905,4.222905094,4.266468547,3.759190835,4.423553335,4.617301916,3.484572034,4.428817826
Uruguay,URY,SA,2007,4.788668986,1.565722157,3.702527905,4.237124,4.279517822,3.768338186,4.435087447,4.625269186,3.494910986,4.439975536
Uruguay,URY,SA,2008,4.807881813,1.567347783,3.723283744,4.249448346,4.284874211,3.777729299,4.450395327,4.637314474,3.505361058,4.450218186
Uruguay,URY,SA,2009,4.822586018,1.571038034,3.743241688,4.263517704,4.304910944,3.783443219,4.459704948,4.646280514,3.514906264,4.459467853
Uruguay,URY,SA,2010,4.828266286,1.569792439,3.761329728,4.269867613,4.310657289,3.797716944,4.473103601,4.65437598,3.522625776,4.468060466
Uruguay,URY,SA,2011,4.847072818,1.569527808,3.779353178,4.269599058,4.327293138,3.801124515,4.487057426,4.65911237,3.531081358,4.479522421
Uruguay,URY,SA,2012,4.869686138,1.570715267,3.799397127,4.269198977,4.344947593,3.812825486,4.507154502,4.665872299,3.54272419,4.49607744
Uruguay,URY,SA,2013,4.89447142,1.569613375,3.819454584,4.268768828,4.364595495,3.835217052,4.542566687,4.668133367,3.555893642,4.5183252
Uruguay,URY,SA,2014,4.933941718,1.576728718,3.839821327,4.268917821,4.390327548,3.845076686,4.567884047,4.67497027,3.570160394,4.540681688
Uruguay,URY,SA,2015,4.9725087,1.573788598,3.859991351,4.26412559,4.407430268,3.866389039,4.601839598,4.6816292,3.585182998,4.567043003
Uruguay,URY,SA,2016,5.013887262,1.574040231,3.879169114,4.256735417,4.43745476,3.874789823,4.632154184,4.684136695,3.600302571,4.595562185
Uruguay,URY,SA,2017,5.068895022,1.573925363,3.899796128,4.246139788,4.462371975,3.896684737,4.668090729,4.688013691,3.617573732,4.627591236
World,OWID_WRL,WLD,1990,3.794660037,1.158937807,3.255409939,6.342239702,4.211697588,2.843712822,4.000391046,6.012109085,3.541655522,4.055444655
World,OWID_WRL,WLD,1991,3.790325434,1.155880513,3.270117307,6.362330571,4.212519431,2.836869978,3.987833311,6.040448409,3.545952744,4.058637751
World,OWID_WRL,WLD,1992,3.782940537,1.153695584,3.284662296,6.378247127,4.208409651,2.833066157,3.972226795,6.067884729,3.549090489,4.061209583
World,OWID_WRL,WLD,1993,3.775428445,1.150876219,3.298862409,6.392593631,4.198289563,2.83108209,3.954747333,6.091241565,3.550657305,4.062813296
World,OWID_WRL,WLD,1994,3.76596385,1.147830492,3.312736775,6.402276837,4.183168639,2.830305051,3.938065931,6.109719611,3.550851804,4.0641263
World,OWID_WRL,WLD,1995,3.754020741,1.145100014,3.324880879,6.404768531,4.163695245,2.829370928,3.921267236,6.1232045,3.548757178,4.062830193
World,OWID_WRL,WLD,1996,3.736846402,1.144756912,3.337396182,6.401995577,4.138913295,2.832314221,3.903734092,6.131601659,3.545770896,4.059851774
World,OWID_WRL,WLD,1997,3.716948893,1.149288285,3.351043584,6.397292974,4.11089934,2.837849322,3.88070405,6.134075558,3.542639156,4.054235175
World,OWID_WRL,WLD,1998,3.69785897,1.156254554,3.365319472,6.390834613,4.08331052,2.842641129,3.856924128,6.134087991,3.539294565,4.048347102
World,OWID_WRL,WLD,1999,3.680785473,1.163828326,3.3808936,6.387491129,4.060725822,2.842841064,3.836374861,6.132808009,3.536604452,4.04171029
World,OWID_WRL,WLD,2000,3.66943926,1.169577656,3.396773828,6.383116399,4.047233847,2.835591254,3.823883584,6.13251389,3.533868547,4.036618604
World,OWID_WRL,WLD,2001,3.662645444,1.174618713,3.414677649,6.378654867,4.041974539,2.822644764,3.817670086,6.135167799,3.532534456,4.030692947
World,OWID_WRL,WLD,2002,3.655873014,1.182500069,3.434284552,6.372309522,4.039432346,2.810065593,3.815703497,6.138786139,3.532171703,4.02561
World,OWID_WRL,WLD,2003,3.646656029,1.189922097,3.454094343,6.365962246,4.038644076,2.801481566,3.817894764,6.140094112,3.53222074,4.021866035
World,OWID_WRL,WLD,2004,3.633110989,1.196639905,3.473556363,6.363731306,4.037647961,2.796081413,3.819588549,6.142031951,3.532197376,4.018386642
World,OWID_WRL,WLD,2005,3.615385262,1.200806525,3.490741536,6.362130496,4.035936088,2.793451925,3.819969647,6.139053528,3.530433742,4.014676769
World,OWID_WRL,WLD,2006,3.582912121,1.203893546,3.498926744,6.363497693,4.018917873,2.789768038,3.806149629,6.127838186,3.520342942,3.999611043
World,OWID_WRL,WLD,2007,3.534564901,1.205867079,3.495695749,6.366185482,3.983612504,2.785835955,3.772265345,6.102151905,3.499569311,3.97014642
World,OWID_WRL,WLD,2008,3.485574217,1.207946134,3.487769746,6.366826038,3.941613812,2.780029941,3.729686116,6.07185863,3.475209995,3.936168662
World,OWID_WRL,WLD,2009,3.44818429,1.209797996,3.482866932,6.365792394,3.905502231,2.774668823,3.688179295,6.047890504,3.454304409,3.907736986
World,OWID_WRL,WLD,2010,3.429822559,1.211520391,3.488502189,6.362952648,3.890004843,2.77364632,3.662688817,6.036924839,3.444113796,3.896392482
World,OWID_WRL,WLD,2011,3.429092593,1.213782124,3.502373607,6.356552336,3.891591022,2.776134464,3.646648733,6.039056612,3.442547651,3.897723359
World,OWID_WRL,WLD,2012,3.433839049,1.217105645,3.51590716,6.346536021,3.892710017,2.778374832,3.630027846,6.039464346,3.441271394,3.899425612
World,OWID_WRL,WLD,2013,3.439359761,1.220807213,3.52905289,6.329928298,3.893041207,2.781451256,3.617379559,6.039225974,3.440182307,3.900645341
World,OWID_WRL,WLD,2014,3.44523084,1.225059052,3.543017628,6.308657212,3.892075604,2.784673594,3.611647413,6.03837787,3.439697573,3.902563935
World,OWID_WRL,WLD,2015,3.45141648,1.229714095,3.557923209,6.287040945,3.888668388,2.789749073,3.611414869,6.03401251,3.43923783,3.905388059
World,OWID_WRL,WLD,2016,3.45801685,1.235266289,3.573048236,6.266922925,3.883849989,2.795607505,3.618539581,6.027315718,3.439674509,3.90991079
World,OWID_WRL,WLD,2017,3.465851873,1.241765122,3.588507021,6.235597872,3.879593253,2.802404233,3.632191926,6.021133046,3.44108734,3.916812725
