Entity,Code,Continent Code,Year,20-24 years old (%),10-14 years old (%),All ages (%),70+ years old (%),30-34 years old (%),15-19 years old (%),25-29 years old (%),50-69 years old (%),Age-standardized (%),15-49 years old (%)
Russia,RUS,AS,2013,3.775786455,0.9649099277,4.497475868,7.836850964,4.3635697,2.592131214,4.160892623,6.163051721,3.687462595,4.187044372
Russia,RUS,AS,2014,3.770795906,0.9651678628,4.496564641,7.838385985,4.367158809,2.589150043,4.161023474,6.198547665,3.688919275,4.196780701
Russia,RUS,AS,2015,3.769942353,0.9651881831,4.498668972,7.841053412,4.372927471,2.586610923,4.164080692,6.237269325,3.692351351,4.211903059
Russia,RUS,AS,2016,3.776860426,0.9647500827,4.505212564,7.836085128,4.383095188,2.588362637,4.1723188,6.271772021,3.698973112,4.230723421
Russia,RUS,AS,2017,3.786718553,0.9641168134,4.518866526,7.826350431,4.397162497,2.591619597,4.183320262,6.29583235,3.707924954,4.250834409
Senegal,SEN,AF,1990,3.041315927,1.093568059,2.253387012,7.281321278,3.7474649,2.451179439,3.403166126,6.154419408,3.335163203,3.443218634
Senegal,SEN,AF,1991,3.042584952,1.090620242,2.263279962,7.308133346,3.751702945,2.454569062,3.410299287,6.171198872,3.34000581,3.444047054
Senegal,SEN,AF,1992,3.046668329,1.089536722,2.274646317,7.338224159,3.757458844,2.448855753,3.406904497,6.184873226,3.34492139,3.443910356
Senegal,SEN,AF,1993,3.044884715,1.085644669,2.285890614,7.351271277,3.75120714,2.447299572,3.407491532,6.191128202,3.34594212,3.441582429
Senegal,SEN,AF,1994,3.044487705,1.085066348,2.299130535,7.368441999,3.749137842,2.440019052,3.402951461,6.198276961,3.346444212,3.436845484
Senegal,SEN,AF,1995,3.041808435,1.086681966,2.314708497,7.384178437,3.744163616,2.436431656,3.404333497,6.205677624,3.347022659,3.433334189
Senegal,SEN,AF,1996,3.032233423,1.085663402,2.326179579,7.387247824,3.725995684,2.436831864,3.389239063,6.195164252,3.340271394,3.421322478
Senegal,SEN,AF,1997,3.005395997,1.088411522,2.329580597,7.404059991,3.684878279,2.427814531,3.357124502,6.183237121,3.324083576,3.392570635
Senegal,SEN,AF,1998,2.984553761,1.088903794,2.33052853,7.407318841,3.628850669,2.423679128,3.316625911,6.167148708,3.304520512,3.363629172
Senegal,SEN,AF,1999,2.958246395,1.086631883,2.333284324,7.409222811,3.59060256,2.421446517,3.281441902,6.157582656,3.288247616,3.338960296
Senegal,SEN,AF,2000,2.949523814,1.090445924,2.341529821,7.411679157,3.564652533,2.414094567,3.262843654,6.150989318,3.279668428,3.323690595
Senegal,SEN,AF,2001,2.94514088,1.089070642,2.35371433,7.418023587,3.556614667,2.414514369,3.255102176,6.141347114,3.277780191,3.323461429
Senegal,SEN,AF,2002,2.948835715,1.091609079,2.364827705,7.424702566,3.548270084,2.413423977,3.245940205,6.137655393,3.277185962,3.32257452
Senegal,SEN,AF,2003,2.947010412,1.092971668,2.37482462,7.427630274,3.547569546,2.413721988,3.244324543,6.129034126,3.278086748,3.32421133
Senegal,SEN,AF,2004,2.947520341,1.093229749,2.38305533,7.428717282,3.537879973,2.414139927,3.242078496,6.121767527,3.278212683,3.325366578
Senegal,SEN,AF,2005,2.945399043,1.09079482,2.38951703,7.433589242,3.532771297,2.416033237,3.233277692,6.123079981,3.278445198,3.325465604
Senegal,SEN,AF,2006,2.941236409,1.08863034,2.393395301,7.443162445,3.527051469,2.412317306,3.23203981,6.123385142,3.277609304,3.323339306
Senegal,SEN,AF,2007,2.935855331,1.089079723,2.39563468,7.449743464,3.514769331,2.406354949,3.221156594,6.123980335,3.27663183,3.319479296
Senegal,SEN,AF,2008,2.929909273,1.086752756,2.397826241,7.456743039,3.508782772,2.396445267,3.217328697,6.129920065,3.277006365,3.316296938
Senegal,SEN,AF,2009,2.926340523,1.079430059,2.398563493,7.46681358,3.502285158,2.38444101,3.207279697,6.131696219,3.27540814,3.311152431
Senegal,SEN,AF,2010,2.926868547,1.078028404,2.403090145,7.46830633,3.49652214,2.380279288,3.208084915,6.134900029,3.276555897,3.311914432
Senegal,SEN,AF,2011,2.92646744,1.07701453,2.411205052,7.475906806,3.506128049,2.382812862,3.212279942,6.141899658,3.281262693,3.317739565
Senegal,SEN,AF,2012,2.929530818,1.078828658,2.421812805,7.478357591,3.512778703,2.383445693,3.219230389,6.157508731,3.288466683,3.324783809
Senegal,SEN,AF,2013,2.931909185,1.077851149,2.435796684,7.482020289,3.539251528,2.382030074,3.236015388,6.169393713,3.298502168,3.337505244
Senegal,SEN,AF,2014,2.94617805,1.080993728,2.455635902,7.484161983,3.567115258,2.382195526,3.257159074,6.192833271,3.314314114,3.357365368
Senegal,SEN,AF,2015,2.952947127,1.084048981,2.476724481,7.48528044,3.601260035,2.386320555,3.280265171,6.207445004,3.329604658,3.378552053
Senegal,SEN,AF,2016,2.963055638,1.087193517,2.50292471,7.492917339,3.644686264,2.399032626,3.312486215,6.232049491,3.349870219,3.406051756
Senegal,SEN,AF,2017,2.979157781,1.090396583,2.530136081,7.492899106,3.691079798,2.400725201,3.344432536,6.255920979,3.370497208,3.434766138
South Africa,ZAF,AF,1990,4.214173054,1.134459423,3.207127743,7.298564732,4.488623237,3.053235764,4.345834911,6.178835307,3.75891343,4.280989097
South Africa,ZAF,AF,1991,4.189236874,1.131640776,3.209562299,7.321305112,4.437364449,3.040963715,4.301196995,6.191752237,3.746342183,4.253246664
South Africa,ZAF,AF,1992,4.166559512,1.132210305,3.213254563,7.340225519,4.390450657,3.033322651,4.263664042,6.198325841,3.734962098,4.229688365
South Africa,ZAF,AF,1993,4.150382474,1.131793725,3.218731103,7.354678365,4.353888469,3.028356463,4.232543618,6.20213017,3.725611646,4.212697413
South Africa,ZAF,AF,1994,4.13894712,1.133642858,3.22546152,7.363956498,4.325691931,3.025289017,4.208999801,6.201253353,3.717603349,4.201164744
South Africa,ZAF,AF,1995,4.136273115,1.134082372,3.235393889,7.37435658,4.305569297,3.024224346,4.195384253,6.200991785,3.712990548,4.197171899
South Africa,ZAF,AF,1996,4.13768955,1.136814067,3.247643307,7.362744808,4.296676777,3.032095806,4.186290226,6.18607735,3.70884233,4.197253163
South Africa,ZAF,AF,1997,4.141974224,1.141241756,3.258393636,7.329369269,4.289040405,3.041492366,4.182481033,6.158988689,3.702840481,4.199590514
South Africa,ZAF,AF,1998,4.147956054,1.147517776,3.268443965,7.284702019,4.28114236,3.054412707,4.181077721,6.124054288,3.696580177,4.203874226
South Africa,ZAF,AF,1999,4.161288915,1.15360921,3.28169248,7.253913079,4.283043436,3.070856578,4.184013066,6.090112451,3.694010657,4.213122004
South Africa,ZAF,AF,2000,4.174260067,1.157725036,3.299781143,7.244385004,4.285281443,3.08619867,4.191638981,6.068540112,3.695490763,4.223864548
South Africa,ZAF,AF,2001,4.201055266,1.162530177,3.330399993,7.273827392,4.295801406,3.110467397,4.208912323,6.060333697,3.705861428,4.240518325
South Africa,ZAF,AF,2002,4.24755691,1.169183227,3.373027021,7.320770384,4.321030113,3.138182074,4.244251245,6.057059002,3.72465795,4.268178927
South Africa,ZAF,AF,2003,4.301415497,1.174805352,3.417572562,7.37610391,4.34533651,3.165385031,4.280933699,6.053773789,3.744976727,4.29786141
South Africa,ZAF,AF,2004,4.341256134,1.180209676,3.45645493,7.426022119,4.362369073,3.19002508,4.309268303,6.049518185,3.76094423,4.320031266
South Africa,ZAF,AF,2005,4.362159064,1.182837456,3.485758907,7.452203597,4.368642671,3.201642107,4.31970953,6.036420338,3.767503957,4.329691618
South Africa,ZAF,AF,2006,4.357644759,1.185747774,3.502917082,7.453983804,4.350283293,3.203325211,4.311112333,6.014510582,3.76069618,4.320539501
South Africa,ZAF,AF,2007,4.343632281,1.184422054,3.510877293,7.439950727,4.315627203,3.202120194,4.287559702,5.981695096,3.74469559,4.299501388
South Africa,ZAF,AF,2008,4.32800171,1.185143862,3.514537269,7.421740189,4.27585321,3.196087739,4.261044411,5.945477096,3.725575473,4.273766141
South Africa,ZAF,AF,2009,4.311396894,1.184350463,3.518278654,7.402713454,4.244023396,3.190902066,4.23788791,5.910118324,3.708588743,4.252849616
South Africa,ZAF,AF,2010,4.304157349,1.18451774,3.528613037,7.388141907,4.225954578,3.189177881,4.225917876,5.891296518,3.699950401,4.244862608
South Africa,ZAF,AF,2011,4.304591359,1.18407194,3.546930433,7.382798199,4.225818416,3.189188081,4.228194184,5.889916015,3.699571265,4.249780594
South Africa,ZAF,AF,2012,4.310727463,1.184399017,3.565452064,7.370532462,4.227180178,3.190481894,4.23029597,5.893492193,3.700293991,4.256893077
South Africa,ZAF,AF,2013,4.317477526,1.185019522,3.584283278,7.357111254,4.235609927,3.190367526,4.239256762,5.902438219,3.703193287,4.266674952
South Africa,ZAF,AF,2014,4.329572338,1.184685126,3.604238188,7.342824168,4.250169382,3.193388412,4.248150082,5.917627103,3.708790224,4.279921248
South Africa,ZAF,AF,2015,4.34541672,1.184588733,3.627832335,7.328521041,4.267675633,3.198265165,4.265290375,5.939517606,3.717595237,4.297935241
South Africa,ZAF,AF,2016,4.36406314,1.185832031,3.656836769,7.318740569,4.292767686,3.200948614,4.287455464,5.964214979,3.7297633,4.321429425
South Africa,ZAF,AF,2017,4.386092999,1.183533037,3.691851809,7.312164043,4.326363137,3.20788202,4.31669999,5.996595969,3.745870851,4.351153184
Spain,ESP,EU,1990,4.331495363,2.329858139,4.182803379,5.300849116,4.72534781,3.503074037,4.535900781,5.078512302,3.858486201,4.561803763
Spain,ESP,EU,1991,4.22921939,2.183497984,4.145391409,5.322200445,4.608800975,3.474812037,4.430575957,5.09157436,3.789710868,4.458190773
Spain,ESP,EU,1992,4.151537044,2.04038463,4.110303682,5.322062007,4.49728786,3.432316945,4.33507728,5.102461596,3.724553882,4.366123632
Spain,ESP,EU,1993,4.070247514,1.927155724,4.083886562,5.32376075,4.409589743,3.396471993,4.255615825,5.10670454,3.669752131,4.28936923
Spain,ESP,EU,1994,4.011342493,1.854613335,4.071955424,5.317089632,4.345615942,3.381142238,4.197920218,5.104108542,3.631978786,4.237236199
Spain,ESP,EU,1995,3.975871839,1.82940324,4.076196032,5.309562163,4.311029571,3.361426774,4.163076248,5.097933899,3.613516893,4.212977023
Spain,ESP,EU,1996,3.948968372,1.839107848,4.077261971,5.280090378,4.283557668,3.345567353,4.128246357,5.063956894,3.596280065,4.197867096
Spain,ESP,EU,1997,3.921797884,1.85173442,4.056752005,5.214442272,4.242450097,3.334720898,4.08212816,4.997532971,3.563348944,4.171847041
Spain,ESP,EU,1998,3.8919593,1.865310524,4.028192381,5.136295492,4.197594433,3.318210546,4.047642047,4.91773434,3.525653798,4.144681028
Spain,ESP,EU,1999,3.857797394,1.877860375,4.000003916,5.063839097,4.152799883,3.299372217,4.008322362,4.846133113,3.489747311,4.117406103
Spain,ESP,EU,2000,3.83959379,1.882923213,3.985669534,5.014795276,4.12898503,3.282813398,3.973629867,4.800862407,3.467220164,4.105399107
Spain,ESP,EU,2001,3.810417486,1.881285296,3.975423201,4.9870183,4.102110197,3.268059404,3.945002685,4.777086733,3.448445956,4.092482569
Spain,ESP,EU,2002,3.766779326,1.875487356,3.954992187,4.959943979,4.062660477,3.250138709,3.898938274,4.75137507,3.422317704,4.065807
Spain,ESP,EU,2003,3.724225725,1.872536908,3.932281373,4.934653218,4.021946978,3.229320238,3.859405023,4.728652395,3.395532115,4.035559168
Spain,ESP,EU,2004,3.685541614,1.867626853,3.913200016,4.9151084,3.98044591,3.209380013,3.820648268,4.713862111,3.373110087,4.010349724
Spain,ESP,EU,2005,3.66875427,1.86185265,3.902242125,4.908019863,3.95939657,3.195428177,3.793259563,4.702011052,3.358963377,3.998161522
Spain,ESP,EU,2006,3.671644911,1.859807244,3.910893545,4.906955018,3.963100217,3.195864059,3.795210422,4.709535225,3.362960776,4.013787757
Spain,ESP,EU,2007,3.698858919,1.861722835,3.942839268,4.930855029,3.990709598,3.204582027,3.821941939,4.746629315,3.386967716,4.055678596
Spain,ESP,EU,2008,3.725873996,1.859734734,3.98133618,4.954651164,4.028190543,3.215000116,3.858911079,4.792785749,3.416201479,4.106304218
Spain,ESP,EU,2009,3.756306679,1.855884336,4.013997617,4.974443432,4.065156489,3.225912384,3.891506463,4.825653954,3.441261696,4.153423051
Spain,ESP,EU,2010,3.780182388,1.854125389,4.033453183,4.982454251,4.076432191,3.231092617,3.901725457,4.839257007,3.454534437,4.185135269
Spain,ESP,EU,2011,3.792146036,1.851360225,4.044023636,4.970848445,4.095216482,3.237939584,3.918117168,4.833626292,3.460589669,4.210119732
Spain,ESP,EU,2012,3.813211309,1.854919071,4.057919451,4.957153391,4.123682871,3.24844085,3.95397871,4.825173045,3.47057474,4.243148157
Spain,ESP,EU,2013,3.826851135,1.857137334,4.072876692,4.941413671,4.15929778,3.262222485,3.983160681,4.808983156,3.48088208,4.280475999
Spain,ESP,EU,2014,3.854411539,1.855241591,4.086825152,4.921994222,4.199222808,3.279032497,4.020051687,4.791163573,3.491549703,4.316853423
Spain,ESP,EU,2015,3.892826644,1.855945222,4.103807756,4.895490615,4.250452076,3.30426667,4.05821932,4.770648679,3.506859465,4.3610591
Spain,ESP,EU,2016,3.933217297,1.86164528,4.119570017,4.864654206,4.307584586,3.322834832,4.106136692,4.746444828,3.522660875,4.405808536
Spain,ESP,EU,2017,3.967729747,1.860354569,4.134464877,4.833006875,4.371449908,3.350122586,4.151833437,4.724249871,3.538359291,4.449179401
Turkey,TUR,AF,1990,4.327654723,1.635599684,3.389285436,5.471415549,4.897443586,3.525676981,4.598291368,5.575832977,3.788092281,4.621399472
Turkey,TUR,AF,1991,4.34763381,1.633986322,3.424748451,5.465820979,4.908344203,3.531963933,4.623751064,5.573705332,3.792859579,4.638308128
Turkey,TUR,AF,1992,4.366509721,1.636903429,3.460263041,5.45574531,4.919062606,3.539290146,4.63811038,5.571373783,3.796956566,4.651137004
Turkey,TUR,AF,1993,4.383737271,1.638687155,3.492668226,5.445207792,4.923739791,3.540150677,4.640004933,5.567562594,3.79867968,4.661178452
Turkey,TUR,AF,1994,4.402506587,1.64399074,3.527393416,5.43340091,4.927460516,3.554867614,4.648348138,5.561580106,3.802672139,4.676374961
Turkey,TUR,AF,1995,4.412238375,1.645546853,3.560435684,5.420018485,4.932220254,3.560618118,4.654519319,5.553194888,3.804783057,4.687207148
Turkey,TUR,AF,1996,4.443773432,1.651599881,3.598072569,5.391907874,4.926347708,3.583299866,4.673347879,5.546401203,3.810492817,4.705684187
Turkey,TUR,AF,1997,4.494799886,1.668012511,3.639091206,5.361128981,4.920094921,3.625894598,4.690296437,5.527279834,3.819963715,4.736523997
Turkey,TUR,AF,1998,4.545482798,1.689578498,3.678928594,5.336226665,4.912146746,3.68167514,4.712993765,5.500750429,3.830476287,4.770067662
Turkey,TUR,AF,1999,4.586065376,1.703168695,3.719086353,5.311042225,4.921771341,3.727233093,4.733189471,5.47994413,3.843739683,4.806320267
Turkey,TUR,AF,2000,4.606544259,1.710831537,3.753650086,5.293304643,4.937860679,3.753980248,4.737742152,5.469528918,3.852893749,4.83362681
Turkey,TUR,AF,2001,4.58563179,1.706022407,3.785794073,5.286980986,4.980950057,3.721899479,4.737586711,5.491154061,3.862662535,4.849658526
Turkey,TUR,AF,2002,4.541785926,1.693111374,3.816929248,5.273487068,5.023845654,3.660105101,4.744611129,5.531024247,3.87259132,4.858954735
Turkey,TUR,AF,2003,4.481382745,1.669847048,3.847695034,5.247038454,5.078345763,3.590507769,4.752579857,5.580596838,3.882399266,4.866879618
Turkey,TUR,AF,2004,4.410788908,1.658836078,3.874160162,5.228290484,5.120135829,3.530022932,4.755499661,5.619956316,3.886960952,4.86550325
Turkey,TUR,AF,2005,4.349678819,1.650891071,3.894110417,5.209927488,5.133715697,3.503609295,4.752183083,5.632946456,3.883744562,4.857856551
Turkey,TUR,AF,2006,4.292761987,1.675374686,3.904466337,5.180188792,5.112347506,3.496392853,4.731725677,5.614168165,3.870490519,4.838953135
Turkey,TUR,AF,2007,4.228697473,1.713223499,3.903499323,5.12858527,5.059163871,3.512866192,4.673324212,5.58255267,3.846446201,4.803638272
Turkey,TUR,AF,2008,4.15021744,1.763514552,3.895518064,5.065406655,4.988527474,3.533342871,4.603932299,5.541528584,3.816131995,4.755383093
Turkey,TUR,AF,2009,4.082141806,1.808527991,3.890372163,5.025616192,4.928821147,3.552185296,4.537610403,5.503548605,3.78939056,4.710697594
Turkey,TUR,AF,2010,4.028343438,1.822693045,3.892308123,5.008929305,4.895151473,3.553206208,4.485569307,5.483876123,3.770030332,4.680027325
Turkey,TUR,AF,2011,3.990403143,1.827702785,3.904027204,5.008890671,4.885612844,3.546776016,4.459367751,5.479540889,3.760553732,4.665507258
Turkey,TUR,AF,2012,3.948137207,1.828491311,3.913904278,5.010535994,4.859957858,3.536577962,4.43656417,5.480744197,3.750356179,4.646339153
Turkey,TUR,AF,2013,3.915261147,1.833178024,3.926264682,5.01087374,4.852637817,3.522069846,4.416911605,5.477117728,3.74234937,4.632120197
Turkey,TUR,AF,2014,3.882325758,1.831304604,3.939167571,5.014569891,4.840719644,3.503679228,4.403234754,5.478783831,3.734200114,4.615412876
Turkey,TUR,AF,2015,3.842399042,1.828900064,3.95317791,5.026468118,4.822597132,3.481763206,4.385756065,5.482815265,3.725807442,4.597474961
Turkey,TUR,AF,2016,3.82366277,1.824251261,3.972242533,5.032858005,4.818867469,3.458602084,4.374372573,5.492726026,3.721384876,4.590959098
Turkey,TUR,AF,2017,3.807509004,1.820093834,3.99314432,5.048042633,4.812289359,3.429408757,4.363078838,5.504971666,3.718657828,4.589840799
United Arab Emirates,ARE,AS,1990,3.302753043,1.35161779,2.871490257,4.19384048,4.029044974,2.745609775,3.698125509,4.572811719,3.057251304,3.896623198
United Arab Emirates,ARE,AS,1991,3.308274823,1.353163252,2.917082517,4.186251182,4.061095336,2.745204372,3.696430979,4.566685126,3.062559033,3.909701087
United Arab Emirates,ARE,AS,1992,3.304697833,1.353384973,2.962722121,4.179335101,4.090666139,2.751832877,3.682893339,4.558618579,3.065181442,3.91870042
United Arab Emirates,ARE,AS,1993,3.304601357,1.353839993,3.00453351,4.173111835,4.086496126,2.74741712,3.67825448,4.551298372,3.064991263,3.920914361
United Arab Emirates,ARE,AS,1994,3.30346473,1.354611958,3.041641257,4.170134003,4.065490019,2.746692677,3.673087484,4.541793115,3.063985803,3.919654503
United Arab Emirates,ARE,AS,1995,3.30313203,1.35878461,3.071945029,4.162514959,4.041434523,2.749714999,3.671288496,4.534880039,3.062632551,3.91310936
United Arab Emirates,ARE,AS,1996,3.307546395,1.355809425,3.091752495,4.155545677,4.009765151,2.750450142,3.66468121,4.52634872,3.058047957,3.894749846
United Arab Emirates,ARE,AS,1997,3.304131877,1.358977908,3.105182212,4.14843572,3.973171977,2.75532311,3.660100035,4.511866692,3.050694019,3.868645255
United Arab Emirates,ARE,AS,1998,3.304988232,1.362040501,3.110670316,4.142722503,3.930805512,2.755533873,3.644934859,4.488623302,3.037637097,3.833829962
United Arab Emirates,ARE,AS,1999,3.314975637,1.363958846,3.117322597,4.135638285,3.898234865,2.757078923,3.624750426,4.470803109,3.026213064,3.804144777
United Arab Emirates,ARE,AS,2000,3.313930011,1.362773586,3.12545148,4.128495137,3.87597279,2.757282526,3.600058401,4.459303826,3.016993862,3.779933643
United Arab Emirates,ARE,AS,2001,3.298336649,1.363221896,3.135696719,4.12269312,3.852464412,2.759400882,3.578423061,4.446700468,3.008509631,3.762269579
United Arab Emirates,ARE,AS,2002,3.289845784,1.365850663,3.149471327,4.11111857,3.833231113,2.756681761,3.55772124,4.436199717,3.000685126,3.750301407
United Arab Emirates,ARE,AS,2003,3.280941083,1.365288906,3.16262333,4.088925628,3.809057988,2.754119118,3.529855719,4.428174374,2.991237758,3.739020733
United Arab Emirates,ARE,AS,2004,3.265214089,1.368670162,3.176288085,4.075734097,3.781125132,2.748123125,3.513110979,4.417398488,2.981862573,3.730122033
United Arab Emirates,ARE,AS,2005,3.25464585,1.363654252,3.186446498,4.054349792,3.743032983,2.747205725,3.491532826,4.400036782,2.969513107,3.720527966
United Arab Emirates,ARE,AS,2006,3.23941631,1.369178692,3.194272069,4.036237334,3.711156172,2.733325749,3.472165529,4.366150945,2.954304892,3.710347763
United Arab Emirates,ARE,AS,2007,3.189686731,1.357213709,3.217082916,4.013541349,3.654727534,2.698327812,3.427346929,4.344746854,2.925634625,3.638160191
United Arab Emirates,ARE,AS,2008,3.125460115,1.358440074,3.230867965,3.990021663,3.597543011,2.66011284,3.396674721,4.326844783,2.896171353,3.573736373
United Arab Emirates,ARE,AS,2009,3.054988205,1.350138943,3.239042154,3.976223571,3.55744981,2.63341845,3.363386111,4.314081234,2.869359591,3.512127845
United Arab Emirates,ARE,AS,2010,3.033909729,1.352240876,3.254601148,3.970280402,3.560337558,2.641078053,3.345674385,4.305042327,2.860907373,3.533628455
United Arab Emirates,ARE,AS,2011,3.022648186,1.353377111,3.277245558,3.972133193,3.574973863,2.654062496,3.334118972,4.302107667,2.857146616,3.564377989
United Arab Emirates,ARE,AS,2012,3.024293351,1.354494048,3.301425429,3.974050544,3.593212699,2.663247709,3.309717147,4.289911934,2.853733316,3.595525198
United Arab Emirates,ARE,AS,2013,3.037729677,1.349638264,3.32942544,3.987756175,3.607351124,2.663699636,3.287896921,4.273659604,2.852340877,3.630459945
United Arab Emirates,ARE,AS,2014,3.058550203,1.353502539,3.359663577,4.004429698,3.619600706,2.668841905,3.269724378,4.260323602,2.854571763,3.66677262
United Arab Emirates,ARE,AS,2015,3.08971424,1.356013003,3.3940405,4.02051325,3.624517434,2.680184634,3.258664424,4.253535886,2.859825078,3.707559545
United Arab Emirates,ARE,AS,2016,3.116352551,1.361182062,3.435528179,4.04042879,3.625559596,2.687976192,3.269265761,4.249828209,2.868621069,3.756616648
United Arab Emirates,ARE,AS,2017,3.134621154,1.365809238,3.478972377,4.061729017,3.622626377,2.694457709,3.289402826,4.245110159,2.877426127,3.807138134
United Kingdom,GBR,EU,1990,5.04294847,1.820999,4.733418136,5.608281396,5.774196233,3.89749917,5.480723059,5.633889484,4.264896872,5.438941734
United Kingdom,GBR,EU,1991,5.033013684,1.807387682,4.72465784,5.592187079,5.76172221,3.87731251,5.467964669,5.618770725,4.255941542,5.443812195
United Kingdom,GBR,EU,1992,5.021566837,1.794430694,4.715397687,5.576545994,5.750259583,3.858509975,5.458307686,5.604535076,4.248149342,5.448960532
United Kingdom,GBR,EU,1993,5.013104282,1.782392708,4.707581646,5.56167791,5.7441587,3.843313138,5.448623503,5.592127443,4.241935585,5.45376241
United Kingdom,GBR,EU,1994,5.00683237,1.773031057,4.703189134,5.547443685,5.738479517,3.831911058,5.443640957,5.580959068,4.237368772,5.457014674
United Kingdom,GBR,EU,1995,5.002340259,1.765587878,4.702809457,5.53494223,5.738372942,3.823942162,5.441116821,5.573706474,4.234784826,5.458222738
United Kingdom,GBR,EU,1996,5.003598624,1.760552486,4.706331792,5.523913863,5.741623865,3.819495396,5.443075095,5.56940948,4.235221122,5.462706816
United Kingdom,GBR,EU,1997,5.00595655,1.755359384,4.710990446,5.514654484,5.749081075,3.81662459,5.44731605,5.567608865,4.238197692,5.467899078
United Kingdom,GBR,EU,1998,5.009463642,1.750679742,4.71526291,5.504410432,5.756834369,3.812860631,5.451013287,5.563578557,4.241218042,5.472996773
United Kingdom,GBR,EU,1999,5.010567551,1.746018746,4.719737564,5.491655758,5.761392301,3.808639472,5.454213045,5.557763172,4.242819669,5.477362603
United Kingdom,GBR,EU,2000,5.009263499,1.740316901,4.722762529,5.472613201,5.76261052,3.800069734,5.453222753,5.547182283,4.24051612,5.478055913
United Kingdom,GBR,EU,2001,4.982087923,1.731662384,4.708906147,5.425926616,5.737711961,3.778147034,5.425310371,5.513046981,4.222041832,5.456203806
United Kingdom,GBR,EU,2002,4.924602273,1.720473405,4.672426681,5.344882228,5.678964213,3.743067759,5.364264851,5.449105333,4.185712149,5.405920449
United Kingdom,GBR,EU,2003,4.853397557,1.70842651,4.627630723,5.250216936,5.607086544,3.701950384,5.291398857,5.376911693,4.143341821,5.344775757
United Kingdom,GBR,EU,2004,4.792890971,1.699421556,4.587810453,5.161111206,5.540828446,3.667804629,5.225412548,5.317430685,4.106059917,5.289993297
United Kingdom,GBR,EU,2005,4.763253864,1.695381618,4.56835109,5.099461853,5.503767005,3.648381422,5.185064768,5.289864959,4.085992973,5.259328994
United Kingdom,GBR,EU,2006,4.756802784,1.696846293,4.5712125,5.055804622,5.494383851,3.642548949,5.168976852,5.296542611,4.085044193,5.25557689
United Kingdom,GBR,EU,2007,4.753407945,1.701084958,4.583843195,5.012962054,5.49451315,3.642190743,5.162326451,5.316827399,4.094587582,5.267529962
United Kingdom,GBR,EU,2008,4.75193757,1.70814085,4.599891947,4.974500224,5.501995664,3.645542566,5.161416627,5.342840696,4.108738637,5.286649611
United Kingdom,GBR,EU,2009,4.749606733,1.715486979,4.614154752,4.948165822,5.50921373,3.650996232,5.162319967,5.366439006,4.121571905,5.303407075
United Kingdom,GBR,EU,2010,4.747683832,1.722685797,4.619644393,4.936853708,5.511249863,3.657217409,5.16151155,5.377240739,4.126806923,5.308710967
United Kingdom,GBR,EU,2011,4.743395424,1.729766742,4.618908627,4.93705872,5.506824579,3.664490123,5.159010676,5.380251901,4.126230252,5.304843492
United Kingdom,GBR,EU,2012,4.739921181,1.738265883,4.617863398,4.94218539,5.503478921,3.67104393,5.15693199,5.382109644,4.126115668,5.299642483
United Kingdom,GBR,EU,2013,4.735659018,1.747160366,4.617081713,4.954211573,5.49785108,3.68009076,5.154525176,5.383604074,4.125824721,5.292655796
United Kingdom,GBR,EU,2014,4.731873393,1.757930182,4.617579433,4.973066042,5.489314881,3.6907807,5.150814357,5.386351533,4.125316359,5.284620867
United Kingdom,GBR,EU,2015,4.728889645,1.770062372,4.618243364,5.001359144,5.477901135,3.703878415,5.144332766,5.388498814,4.124435125,5.276047451
United Kingdom,GBR,EU,2016,4.72502569,1.783341238,4.618288632,5.038124426,5.464903909,3.717113266,5.135783838,5.38857292,4.122484948,5.265733298
United Kingdom,GBR,EU,2017,4.718989666,1.798224525,4.617432064,5.084447438,5.448842401,3.73214736,5.126420918,5.388172538,4.119523991,5.252410991
United States,USA,NA,1990,6.699288963,1.96394153,4.963350436,4.15647872,6.606145737,5.190061461,6.685404109,5.23451553,4.67759131,6.395425936
United States,USA,NA,1991,6.669065577,1.904830722,4.946940482,4.245663527,6.589472276,5.075996789,6.661834636,5.231741343,4.660870739,6.370903996
United States,USA,NA,1992,6.646269781,1.871112684,4.935974086,4.312666514,6.570677241,5.009346832,6.64230708,5.236306624,4.651949386,6.351287534
United States,USA,NA,1993,6.633218783,1.85598615,4.929702372,4.360337659,6.553555537,4.974135298,6.621911995,5.245099257,4.648701407,6.336980595
United States,USA,NA,1994,6.626928346,1.852557121,4.928045302,4.38764973,6.536763296,4.965265033,6.603422144,5.256015426,4.649294233,6.328246071
United States,USA,NA,1995,6.62566648,1.85468465,4.929694026,4.397110982,6.522280637,4.965212847,6.586854753,5.264075642,4.650868623,6.321827091
United States,USA,NA,1996,6.618128271,1.939312754,4.939371482,4.351248277,6.475211065,5.086398214,6.541185758,5.266527814,4.662901506,6.32751045
United States,USA,NA,1997,6.596242785,2.14064707,4.958763392,4.241941419,6.384449357,5.375447484,6.45229642,5.272273462,4.689153544,6.352150747
United States,USA,NA,1998,6.574117397,2.379289893,4.983782543,4.106229452,6.278825139,5.718165148,6.346901063,5.275478811,4.720715563,6.387676488
United States,USA,NA,1999,6.557801721,2.581107214,5.010405526,3.981453093,6.193287177,6.016202784,6.254941451,5.283262069,4.749991251,6.425701991
